'Baddy Bad','Dark','Special','Reduces damage from Physical attacks.',90,100,15,NULL,NULL,7
'Baneful Bunker','Poison','Status','Protects the user and poisons opponent on contact.',NULL,NULL,10,NULL,NULL,7
'Barrage','Normal','Physical','Hits 2-5 times in one turn.',15,85,20,NULL,NULL,1
'Barrier','Psychic','Status','Sharply raises user's Defense.',NULL,NULL,20,NULL,NULL,1
'Baton Pass','Normal','Status','User switches out and gives stat changes to the incoming Pokémon.',NULL,NULL,40,NULL,NULL,2
'Beak Blast','Flying','Physical','"The user first heats up its beak', and then it attacks the target. Making direct contact with the Pokémon while it's heating up its beak results in a burn.",100,100,15,NULL,NULL,7
'Beat Up','Dark','Physical','Each Pokémon in your party attacks.',NULL,100,30,NULL,NULL,2
'Belch','Poison','Special','User must have consumed a Berry.',120,90,10,NULL,NULL,6
'Belly Drum','Normal','Status','"User loses 50% of its max HP', but Attack raises to maximum.",NULL,NULL,10,NULL,NULL,2
'Bestow','Normal','Status','Gives the user's held item to the target.',NULL,NULL,15,NULL,NULL,5
'Bide','Normal','Physical','User takes damage for two turns then strikes back double.',NULL,NULL,10,NULL,NULL,1
'Bind','Normal','Physical','"Traps opponent', damaging them for 4-5 turns.",15,85,20,NULL,NULL,1
'Bite','Dark','Physical','May cause flinching.',60,100,25,NULL,30,1
'Black Hole Eclipse','Dark','Z-Move','Dark type Z-Move.',NULL,NULL,1,NULL,NULL,7
'Blast Burn','Fire','Special','User must recharge next turn.',150,90,5,NULL,NULL,3
'Blaze Kick','Fire','Physical','High critical hit ratio. May burn opponent.',85,90,10,NULL,10,3
'Blizzard','Ice','Special','May freeze opponent.',110,70,5,TM14,10,1
'Block','Normal','Status','Opponent cannot flee or switch.',NULL,NULL,5,NULL,NULL,3
'Bloom Doom','Grass','Z-Move','Grass type Z-Move.',NULL,NULL,1,NULL,NULL,7
'Blue Flare','Fire','Special','May burn opponent.',130,85,5,NULL,20,5
'Body Slam','Normal','Physical','May paralyze opponent.',85,100,15,NULL,30,1
'Bolt Strike','Electric','Physical','May paralyze opponent.',130,85,5,NULL,20,5
'Bone Club','Ground','Physical','May cause flinching.',65,85,20,NULL,10,1
'Bone Rush','Ground','Physical','Hits 2-5 times in one turn.',25,90,10,NULL,NULL,2
'Bonemerang','Ground','Physical','Hits twice in one turn.',50,90,10,NULL,NULL,1
'Boomburst','Normal','Special','Hits all adjacent Pokémon.',140,100,10,NULL,NULL,6
'Bounce','Flying','Physical','"Springs up on first turn', attacks on second. May paralyze opponent.",85,85,5,NULL,30,3
'Bouncy Bubble','Water','Special','User recovers half the HP inflicted on opponent.',90,100,15,NULL,NULL,7
'Brave Bird','Flying','Physical','User receives recoil damage.',120,100,15,NULL,NULL,4
'Breakneck Blitz','Normal','Z-Move','Normal type Z-Move.',NULL,NULL,1,NULL,NULL,7
'Brick Break','Fighting','Physical','Breaks through Reflect and Light Screen barriers.',75,100,15,TM31,NULL,3
'Brine','Water','Special','Power doubles if opponent's HP is less than 50%.',65,100,10,NULL,NULL,4
'Brutal Swing','Dark','Physical','The user swings its body around violently to inflict damage on everything in its vicinity.',60,100,20,TM59,NULL,7
'Bubble','Water','Special','May lower opponent's Speed.',40,100,30,NULL,10,1
'Bubble Beam','Water','Special','May lower opponent's Speed.',65,100,20,NULL,10,1
'Bug Bite','Bug','Physical','Receives the effect from the opponent's held berry.',60,100,20,NULL,NULL,4
'Bug Buzz','Bug','Special','May lower opponent's Special Defense.',90,100,10,NULL,10,4
'Bulk Up','Fighting','Status','Raises user's Attack and Defense.',NULL,NULL,20,TM08,NULL,3
'Bulldoze','Ground','Physical','Lowers opponent's Speed.',60,100,20,TM78,100,5
'Bullet Punch','Steel','Physical','User attacks first.',40,100,30,NULL,NULL,4
'Bullet Seed','Grass','Physical','Hits 2-5 times in one turn.',25,100,30,NULL,NULL,3
'Burn Up','Fire','Special','"To inflict massive damage', the user burns itself out. After using this move, the user will no longer be Fire type.",130,100,5,NULL,NULL,7
'Buzzy Buzz','Electric','Special','Paralyzes the opponent.',90,100,15,NULL,100,7
'Calm Mind','Psychic','Status','Raises user's Special Attack and Special Defense.',NULL,NULL,20,TM04,NULL,3
'Camouflage','Normal','Status','Changes user's type according to the location.',NULL,NULL,20,NULL,NULL,3
'Captivate','Normal','Status','Sharply lowers opponent's Special Attack if opposite gender.',NULL,100,20,NULL,NULL,4
'Catastropika','Electric','Physical','Pikachu-exclusive Z-Move.',210,NULL,1,NULL,NULL,7
'Celebrate','Normal','Status','The Pokémon congratulates you on your special day. No battle effect.',NULL,NULL,40,NULL,NULL,6
'Charge','Electric','Status','Raises user's Special Defense and next Electric move's power increases.',NULL,NULL,20,NULL,NULL,3
'Charge Beam','Electric','Special','May raise user's Special Attack.',50,90,10,TM57,70,4
'Charm','Fairy','Status','Sharply lowers opponent's Attack.',NULL,100,20,NULL,NULL,2
'Chatter','Flying','Special','Confuses opponent.',65,100,20,NULL,100,4
'Chip Away','Normal','Physical','Ignores opponent's stat changes.',70,100,20,NULL,NULL,5
'Circle Throw','Fighting','Physical','"In battles', the opponent switches. In the wild, the Pokémon runs.",60,90,10,NULL,NULL,5
'Clamp','Water','Physical','"Traps opponent', damaging them for 4-5 turns.",35,85,10,NULL,NULL,1
'Clanging Scales','Dragon','Special','Lowers user's Defense.',110,100,5,NULL,NULL,7
'Clangorous Soulblaze','Dragon','Special','Kommo-o exclusive Z-Move.',185,NULL,1,NULL,NULL,7
'Clear Smog','Poison','Special','Removes all of the target's stat changes.',50,NULL,15,NULL,NULL,5
'Close Combat','Fighting','Physical','Lowers user's Defense and Special Defense.',120,100,5,NULL,NULL,4
'Coil','Poison','Status','"Raises user's Attack', Defense and Accuracy.",NULL,NULL,20,NULL,NULL,5
'Comet Punch','Normal','Physical','Hits 2-5 times in one turn.',18,85,15,NULL,NULL,1
'Confide','Normal','Status','Lowers opponent's Special Attack.',NULL,NULL,20,TM100,NULL,6
'Confuse Ray','Ghost','Status','Confuses opponent.',NULL,100,10,NULL,NULL,1
'Confusion','Psychic','Special','May confuse opponent.',50,100,25,NULL,10,1
'Constrict','Normal','Physical','May lower opponent's Speed by one stage.',10,100,35,NULL,10,1
'Continental Crush','Rock','Z-Move','Rock type Z-Move.',NULL,NULL,1,NULL,NULL,7
'Conversion','Normal','Status','Changes user's type to that of its first move.',NULL,NULL,30,NULL,NULL,1
'Conversion 2','Normal','Status','User changes type to become resistant to opponent's last move.',NULL,NULL,30,NULL,NULL,2
'Copycat','Normal','Status','Copies opponent's last move.',NULL,NULL,20,NULL,NULL,4
'Core Enforcer','Dragon','Special','Scorches a 'Z' pattern on the ground.',100,100,10,NULL,NULL,7
'Corkscrew Crash','Steel','Z-Move','Steel type Z-Move.',NULL,NULL,1,NULL,NULL,7
'Cosmic Power','Psychic','Status','Raises user's Defense and Special Defense.',NULL,NULL,20,NULL,NULL,3
'Cotton Guard','Grass','Status','Drastically raises user's Defense.',NULL,NULL,10,NULL,NULL,5
'Cotton Spore','Grass','Status','Sharply lowers opponent's Speed.',NULL,100,40,NULL,NULL,2
'Counter','Fighting','Physical','"When hit by a Physical Attack', user strikes back with 2x power.",NULL,100,20,NULL,NULL,1
'Covet','Normal','Physical','Opponent's item is stolen by the user.',60,100,25,NULL,NULL,3
'Crabhammer','Water','Physical','High critical hit ratio.',100,90,10,NULL,NULL,1
'Crafty Shield','Fairy','Status','Protects the Pokémon from status moves.',NULL,NULL,10,NULL,NULL,6
'Cross Chop','Fighting','Physical','High critical hit ratio.',100,80,5,NULL,NULL,2
'Cross Poison','Poison','Physical','High critical hit ratio. May poison opponent.',70,100,20,NULL,10,4
'Crunch','Dark','Physical','May lower opponent's Defense.',80,100,15,NULL,20,2
'Crush Claw','Normal','Physical','May lower opponent's Defense.',75,95,10,NULL,50,3
'Crush Grip','Normal','Physical','More powerful when opponent has higher HP.',NULL,100,5,NULL,NULL,4
'Curse','Ghost','Status','"Ghosts lose 50% of max HP and curse the opponent; Non-Ghosts raise Attack', Defense and lower Speed.",NULL,NULL,10,NULL,NULL,2
'Cut','Normal','Physical','',50,95,30,NULL,NULL,1
'Dark Pulse','Dark','Special','May cause flinching.',80,100,15,TM97,20,4
'Dark Void','Dark','Status','Puts all adjacent opponents to sleep.',NULL,50,10,NULL,NULL,4
'Darkest Lariat','Dark','Physical','Ignores opponent's stat changes.',85,100,10,NULL,NULL,7
'Dazzling Gleam','Fairy','Special','Hits all adjacent opponents.',80,100,10,TM99,NULL,6
'Defend Order','Bug','Status','Raises user's Defense and Special Defense.',NULL,NULL,10,NULL,NULL,4
'Defense Curl','Normal','Status','Raises user's Defense.',NULL,NULL,40,NULL,NULL,1
'Defog','Flying','Status','Lowers opponent's Evasiveness and clears fog.',NULL,NULL,15,NULL,NULL,4
'Destiny Bond','Ghost','Status','"If the user faints', the opponent also faints.",NULL,NULL,5,NULL,NULL,2
'Detect','Fighting','Status','"Protects the user', but may fail if used consecutively.",NULL,NULL,5,NULL,NULL,2
'Devastating Drake','Dragon','Z-Move','Dragon type Z-Move.',NULL,NULL,1,NULL,NULL,7
'Diamond Storm','Rock','Physical','May raise user's Defense',100,95,5,NULL,50,6
'Dig','Ground','Physical','"Digs underground on first turn', attacks on second. Can also escape from caves.",80,100,10,NULL,NULL,1
'Disable','Normal','Status','Opponent can't use its last attack for a few turns.',NULL,100,20,NULL,NULL,1
'Disarming Voice','Fairy','Special','Ignores Accuracy and Evasiveness.',40,∞,15,NULL,NULL,6
'Discharge','Electric','Special','May paralyze opponent.',80,100,15,NULL,30,4
'Dive','Water','Physical','"Dives underwater on first turn', attacks on second turn.",80,100,10,NULL,NULL,3
'Dizzy Punch','Normal','Physical','May confuse opponent.',70,100,10,NULL,20,1
'Doom Desire','Steel','Special','Damage occurs 2 turns later.',140,100,5,NULL,NULL,3
'Double Hit','Normal','Physical','Hits twice in one turn.',35,90,10,NULL,NULL,4
'Double Iron Bash','Steel','Physical','Hits twice in one turn; may cause flinching.',60,100,5,NULL,30,7
'Double Kick','Fighting','Physical','Hits twice in one turn.',30,100,30,NULL,NULL,1
'Double Slap','Normal','Physical','Hits 2-5 times in one turn.',15,85,10,NULL,NULL,1
'Double Team','Normal','Status','Raises user's Evasiveness.',NULL,NULL,15,TM32,NULL,1
'Double-Edge','Normal','Physical','User receives recoil damage.',120,100,15,NULL,NULL,1
'Draco Meteor','Dragon','Special','Sharply lowers user's Special Attack.',130,90,5,NULL,NULL,4
'Dragon Ascent','Flying','Physical','Lowers user's Defense and Special Defense.',120,100,5,NULL,NULL,6
'Dragon Breath','Dragon','Special','May paralyze opponent.',60,100,20,NULL,30,2
'Dragon Claw','Dragon','Physical','',80,100,15,TM02,NULL,3
'Dragon Dance','Dragon','Status','Raises user's Attack and Speed.',NULL,NULL,20,NULL,NULL,3
'Dragon Hammer','Dragon','Physical','The user uses its body like a hammer to attack the target and inflict damage.',90,100,15,NULL,NULL,7
'Dragon Pulse','Dragon','Special','',85,100,10,NULL,NULL,4
'Dragon Rage','Dragon','Special','Always inflicts 40 HP.',NULL,100,10,NULL,NULL,1
'Dragon Rush','Dragon','Physical','May cause flinching.',100,75,10,NULL,20,4
'Dragon Tail','Dragon','Physical','"In battles', the opponent switches. In the wild, the Pokémon runs.",60,90,10,TM82,NULL,5
'Drain Punch','Fighting','Physical','User recovers half the HP inflicted on opponent.',75,100,10,NULL,NULL,4
'Draining Kiss','Fairy','Special','User recovers most the HP inflicted on opponent.',50,100,10,NULL,NULL,6
'Dream Eater','Psychic','Special','User recovers half the HP inflicted on a sleeping opponent.',100,100,15,TM85,NULL,1
'Drill Peck','Flying','Physical','',80,100,20,NULL,NULL,1
'Drill Run','Ground','Physical','High critical hit ratio.',80,95,10,NULL,NULL,5
'Dual Chop','Dragon','Physical','Hits twice in one turn.',40,90,15,NULL,NULL,5
'Dynamic Punch','Fighting','Physical','Confuses opponent.',100,50,5,NULL,100,2
'Earth Power','Ground','Special','May lower opponent's Special Defense.',90,100,10,NULL,10,4
'Earthquake','Ground','Physical','Power is doubled if opponent is underground from using Dig.',100,100,10,TM26,NULL,1
'Echoed Voice','Normal','Special','Power increases each turn.',40,100,15,TM49,NULL,5
'Eerie Impulse','Electric','Status','Sharply lowers opponent's Special Attack.',NULL,100,15,NULL,NULL,6
'Egg Bomb','Normal','Physical','',100,75,10,NULL,NULL,1
'Electric Terrain','Electric','Status','Prevents all Pokémon from falling asleep for 5 turns.',NULL,NULL,10,NULL,NULL,6
'Electrify','Electric','Status','Changes the target's move to Electric type.',NULL,NULL,20,NULL,NULL,6
'Electro Ball','Electric','Special','"The faster the user', the stronger the attack.",NULL,100,10,NULL,NULL,5
'Electroweb','Electric','Special','Lowers opponent's Speed.',55,95,15,NULL,100,5
'Embargo','Dark','Status','Opponent cannot use items.',NULL,100,15,TM63,NULL,4
'Ember','Fire','Special','May burn opponent.',40,100,25,NULL,10,1
'Encore','Normal','Status','Forces opponent to keep using its last move for 3 turns.',NULL,100,5,NULL,NULL,2
'Endeavor','Normal','Physical','Reduces opponent's HP to same as user's.',NULL,100,5,NULL,NULL,3
'Endure','Normal','Status','"Always left with at least 1 HP', but may fail if used consecutively.",NULL,NULL,10,NULL,NULL,2
'Energy Ball','Grass','Special','May lower opponent's Special Defense.',90,100,10,TM53,10,4
'Entrainment','Normal','Status','Makes target's ability same as user's.',NULL,100,15,NULL,NULL,5
'Eruption','Fire','Status','Stronger when the user's HP is higher.',150,100,5,NULL,NULL,3
'Explosion','Normal','Physical','User faints.',250,100,5,TM64,NULL,1
'Extrasensory','Psychic','Special','May cause flinching.',80,100,20,NULL,10,3
'Extreme Evoboost','Normal','Status','Eevee-exclusive Z-Move. Sharply raises all stats.',NULL,NULL,1,NULL,NULL,7
'Extreme Speed','Normal','Physical','User attacks first.',80,100,5,NULL,NULL,2
'Facade','Normal','Physical','"Power doubles if user is burned', poisoned, or paralyzed.",70,100,20,TM42,NULL,3
'Fairy Lock','Fairy','Status','Prevents fleeing in the next turn.',NULL,NULL,10,NULL,NULL,6
'Fairy Wind','Fairy','Special','',40,100,30,NULL,NULL,6
'Fake Out','Normal','Physical','"User attacks first', foe flinches. Only usable on first turn.",40,100,10,NULL,100,3
'Fake Tears','Dark','Status','Sharply lowers opponent's Special Defense.',NULL,100,20,NULL,NULL,3
'False Swipe','Normal','Physical','Always leaves opponent with at least 1 HP.',40,100,40,TM54,NULL,2
'Feather Dance','Flying','Status','Sharply lowers opponent's Attack.',NULL,100,15,NULL,NULL,3
'Feint','Normal','Physical','Only hits if opponent uses Protect or Detect in the same turn.',30,100,10,NULL,NULL,4
'Feint Attack','Dark','Physical','Ignores Accuracy and Evasiveness.',60,∞,20,NULL,NULL,2
'Fell Stinger','Bug','Physical','Drastically raises user's Attack if target is KO'd.',50,100,25,NULL,NULL,6
'Fiery Dance','Fire','Special','May raise user's Special Attack.',80,100,10,NULL,50,5
'Final Gambit','Fighting','Special','Inflicts damage equal to the user's remaining HP. User faints.',NULL,100,5,NULL,NULL,5
'Fire Blast','Fire','Special','May burn opponent.',110,85,5,TM38,10,1
'Fire Fang','Fire','Physical','May cause flinching and/or burn opponent.',65,95,15,NULL,10,4
'Fire Lash','Fire','Physical','The user strikes the target with a burning lash. This also lowers the target's Defense stat.',80,100,15,NULL,NULL,7
'Fire Pledge','Fire','Special','Added effects appear if combined with Grass Pledge or Water Pledge.',80,100,10,NULL,NULL,5
'Fire Punch','Fire','Physical','May burn opponent.',75,100,15,NULL,10,1
'Fire Spin','Fire','Special','"Traps opponent', damaging them for 4-5 turns.",35,85,15,NULL,NULL,1
'First Impression','Bug','Physical','"Although this move has great power', it only works the first turn the user is in battle.",90,100,10,NULL,NULL,7
'Fissure','Ground','Physical','"One-Hit-KO', if it hits.",NULL,NULL,5,NULL,NULL,1
'Flail','Normal','Physical','"The lower the user's HP', the higher the power.",NULL,100,15,NULL,NULL,2
'Flame Burst','Fire','Special','May also injure nearby Pokémon.',70,100,15,NULL,NULL,5
'Flame Charge','Fire','Physical','Raises user's Speed.',50,100,20,TM43,100,5
'Flame Wheel','Fire','Physical','May burn opponent.',60,100,25,NULL,10,2
'Flamethrower','Fire','Special','May burn opponent.',90,100,15,TM35,10,1
'Flare Blitz','Fire','Physical','User receives recoil damage. May burn opponent.',120,100,15,NULL,10,4
'Flash','Normal','Status','Lowers opponent's Accuracy.',NULL,100,20,NULL,NULL,1
'Flash Cannon','Steel','Special','May lower opponent's Special Defense.',80,100,10,TM91,10,4
'Flatter','Dark','Status','"Confuses opponent', but raises its Special Attack by two stages.",NULL,100,15,NULL,NULL,3
'Fleur Cannon','Fairy','Special','Sharply lowers user's Special Attack.',130,90,5,NULL,NULL,7
'Fling','Dark','Physical','Power depends on held item.',NULL,100,10,TM56,NULL,4
'Floaty Fall','Flying','Physical','May cause flinching.',90,95,15,NULL,30,7
'Floral Healing','Fairy','Status','The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass.',NULL,NULL,10,NULL,NULL,7
'Flower Shield','Fairy','Status','Sharply raises Defense of all Grass-type Pokémon on the field.',NULL,NULL,10,NULL,NULL,6
'Fly','Flying','Physical','"Flies up on first turn', attacks on second turn.",90,95,15,TM76,NULL,1
'Flying Press','Fighting','Physical','Deals Fighting and Flying type damage.',100,95,10,NULL,NULL,6
'Focus Blast','Fighting','Special','May lower opponent's Special Defense.',120,70,5,TM52,10,4
'Focus Energy','Normal','Status','Increases critical hit ratio.',NULL,NULL,30,NULL,NULL,1
'Focus Punch','Fighting','Physical','"If the user is hit before attacking', it flinches instead.",150,100,20,NULL,NULL,3
'Follow Me','Normal','Status','"In Double Battle', the user takes all the attacks.",NULL,NULL,20,NULL,NULL,3
'Force Palm','Fighting','Physical','May paralyze opponent.',60,100,10,NULL,30,4
'Foresight','Normal','Status','"Resets opponent's Evasiveness', Normal-type and Fighting-type attacks can now hit Ghosts, and Ghost-type attacks hit Normal.",NULL,NULL,40,NULL,NULL,2
'Forest's Curse','Grass','Status','Adds Grass type to opponent.',NULL,100,20,NULL,NULL,6
'Foul Play','Dark','Physical','Uses the opponent's Attack stat.',95,100,15,NULL,NULL,5
'Freeze Shock','Ice','Physical','"Charges on first turn', attacks on second. May paralyze opponent.",140,90,5,NULL,30,5
'Freeze-Dry','Ice','Special','May freeze opponent. Super-effective against Water types.',70,100,20,NULL,NULL,6
'Freezy Frost','Ice','Special','Resets all stat changes.',90,100,15,NULL,NULL,7
'Frenzy Plant','Grass','Special','User must recharge next turn.',150,90,5,NULL,NULL,3
'Frost Breath','Ice','Special','Always results in a critical hit.',60,90,10,TM79,100,5
'Frustration','Normal','Physical','Power decreases with higher Friendship.',NULL,100,20,TM21,NULL,2
'Fury Attack','Normal','Physical','Hits 2-5 times in one turn.',15,85,20,NULL,NULL,1
'Fury Cutter','Bug','Physical','Power increases each turn.',40,95,20,NULL,NULL,2
'Fury Swipes','Normal','Physical','Hits 2-5 times in one turn.',18,80,15,NULL,NULL,1
'Fusion Bolt','Electric','Physical','Power increases if Fusion Flare is used in the same turn.',100,100,5,NULL,NULL,5
'Fusion Flare','Fire','Special','Power increases if Fusion Bolt is used in the same turn.',100,100,5,NULL,NULL,5
'Future Sight','Psychic','Special','Damage occurs 2 turns later.',120,100,10,NULL,NULL,2
'Gastro Acid','Poison','Status','Cancels out the effect of the opponent's Ability.',NULL,100,10,NULL,NULL,4
'Gear Grind','Steel','Physical','Hits twice in one turn.',50,85,15,NULL,NULL,5
'Gear Up','Steel','Status','The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.',NULL,NULL,20,NULL,NULL,7
'Genesis Supernova','Psychic','Special','Mew-exclusive Z-Move.',185,NULL,1,NULL,NULL,7
'Geomancy','Fairy','Status','"Charges on first turn', sharply raises user's Sp. Attack, Sp. Defense and Speed on the second.",NULL,NULL,10,NULL,NULL,4
'Giga Drain','Grass','Status','User recovers half the HP inflicted on opponent.',75,100,10,NULL,NULL,2
'Giga Impact','Normal','Physical','User must recharge next turn.',150,90,5,TM68,NULL,4
'Gigavolt Havoc','Electric','Z-Move','Electric type Z-Move.',NULL,NULL,1,NULL,NULL,7
'Glaciate','Ice','Special','Lowers opponent's Speed.',65,95,10,NULL,100,5
'Glare','Normal','Status','Paralyzes opponent.',NULL,100,30,NULL,NULL,1
'Glitzy Glow','Psychic','Special','Reduces damage from Special attacks.',90,100,15,NULL,NULL,7
'Grass Knot','Grass','Special','"The heavier the opponent', the stronger the attack.",NULL,100,20,TM86,NULL,4
'Grass Pledge','Grass','Special','Added effects appear if preceded by Water Pledge or succeeded by Fire Pledge.',80,100,10,NULL,NULL,5
'Grass Whistle','Grass','Status','Puts opponent to sleep.',NULL,55,15,NULL,NULL,3
'Grassy Terrain','Grass','Status','Restores a little HP of all Pokémon for 5 turns. ',NULL,NULL,10,NULL,NULL,6
'Gravity','Psychic','Status','Prevents moves like Fly and Bounce and the Ability Levitate for 5 turns.',NULL,NULL,5,NULL,NULL,4
'Growl','Normal','Status','Lowers opponent's Attack.',NULL,100,40,NULL,NULL,1
'Growth','Normal','Status','Raises user's Attack and Special Attack.',NULL,NULL,40,NULL,NULL,1
'Grudge','Ghost','Status','"If the users faints after using this move', the PP for the opponent's last move is depleted.",NULL,NULL,5,NULL,NULL,3
'Guard Split','Psychic','Status','Averages Defense and Special Defense with the target.',NULL,NULL,10,NULL,NULL,5
'Guard Swap','Psychic','Status','User and opponent swap Defense and Special Defense.',NULL,NULL,10,NULL,NULL,4
'Guardian of Alola','Fairy','Special','Tapu-exclusive Z-move. Cuts opponent's HP by 75%.',NULL,NULL,1,NULL,NULL,7
'Guillotine','Normal','Physical','"One-Hit-KO', if it hits.",NULL,NULL,5,NULL,NULL,1
'Gunk Shot','Poison','Physical','May poison opponent.',120,80,5,NULL,30,4
'Gust','Flying','Special','Hits Pokémon using Fly/Bounce with double power.',40,100,35,NULL,NULL,1
'Gyro Ball','Steel','Physical','"The slower the user', the stronger the attack.",NULL,100,5,TM74,NULL,4
'Hail','Ice','Status','Non-Ice types are damaged for 5 turns.',NULL,NULL,10,TM07,NULL,3
'Hammer Arm','Fighting','Physical','Lowers user's Speed.',100,90,10,NULL,NULL,4
'Happy Hour','Normal','Status','Doubles prize money from trainer battles.',NULL,NULL,30,NULL,NULL,6
'Harden','Normal','Status','Raises user's Defense.',NULL,NULL,30,NULL,NULL,1
'Haze','Ice','Status','Resets all stat changes.',NULL,NULL,30,NULL,NULL,1
'Head Charge','Normal','Physical','User receives recoil damage.',120,100,15,NULL,NULL,5
'Head Smash','Rock','Physical','User receives recoil damage.',150,80,5,NULL,NULL,4
'Headbutt','Normal','Physical','May cause flinching.',70,100,15,NULL,30,1
'Heal Bell','Normal','Status','Heals the user's party's status conditions.',NULL,NULL,5,NULL,NULL,2
'Heal Block','Psychic','Status','Prevents the opponent from restoring HP for 5 turns.',NULL,NULL,15,NULL,NULL,4
'Heal Order','Bug','Status','User recovers half its max HP.',NULL,NULL,10,NULL,NULL,4
'Heal Pulse','Psychic','Status','Restores half the target's max HP.',NULL,NULL,10,NULL,NULL,5
'Healing Wish','Psychic','Status','The user faints and the next Pokémon released is fully healed.',NULL,NULL,10,NULL,NULL,4
'Heart Stamp','Psychic','Physical','May cause flinching.',60,100,25,NULL,30,5
'Heart Swap','Psychic','Status','Stat changes are swapped with the opponent.',NULL,NULL,10,NULL,NULL,4
'Heat Crash','Fire','Physical','"The heavier the user', the stronger the attack.",NULL,100,10,NULL,NULL,5
'Heat Wave','Fire','Special','May burn opponent.',95,90,10,NULL,10,3
'Heavy Slam','Steel','Physical','"The heavier the user', the stronger the attack.",NULL,100,10,NULL,NULL,5
'Helping Hand','Normal','Status','"In Double Battles', boosts the power of the partner's move.",NULL,NULL,20,NULL,NULL,3
'Hex','Ghost','Special','Inflicts more damage if the target has a status condition.',65,100,10,NULL,NULL,5
'Hidden Power','Normal','Special','Type and power depends on user's IVs.',60,100,15,TM10,NULL,2
'High Horsepower','Ground','Physical','The user fiercely attacks the target using its entire body.',95,95,10,NULL,NULL,7
'High Jump Kick','Fighting','Physical','"If it misses', the user loses half their HP.",130,90,10,NULL,NULL,1
'Hold Back','Normal','Physical','Always leaves opponent with at least 1 HP.',40,100,40,NULL,NULL,6
